datekey,fulldatealternatekey,daynumberofweek,englishdaynameofweek,spanishdaynameofweek,frenchdaynameofweek,daynumberofmonth,daynumberofyear,weeknumberofyear,englishmonthname,spanishmonthname,frenchmonthname,monthnumberofyear,calendarquarter,calendaryear,calendarsemester,fiscalquarter,fiscalyear,fiscalsemester
2009/07/24,24/07/2009,6,Friday,Viernes,Vendredi,24,205,30,July,Julio,Juillet,7,3,2009,2,1,2010,1
2009/07/25,25/07/2009,7,Saturday,Sábado,Samedi,25,206,30,July,Julio,Juillet,7,3,2009,2,1,2010,1
2009/07/26,26/07/2009,1,Sunday,Domingo,Dimanche,26,207,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
2009/07/27,27/07/2009,2,Monday,Lunes,Lundi,27,208,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
2009/07/28,28/07/2009,3,Tuesday,Martes,Mardi,28,209,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
2009/07/29,29/07/2009,4,Wednesday,Miércoles,Mercredi,29,210,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
2009/07/30,30/07/2009,5,Thursday,Jueves,Jeudi,30,211,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
2009/07/31,31/07/2009,6,Friday,Viernes,Vendredi,31,212,31,July,Julio,Juillet,7,3,2009,2,1,2010,1
2009/08/01,01/08/2009,7,Saturday,Sábado,Samedi,1,213,31,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/02,02/08/2009,1,Sunday,Domingo,Dimanche,2,214,32,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/03,03/08/2009,2,Monday,Lunes,Lundi,3,215,32,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/04,04/08/2009,3,Tuesday,Martes,Mardi,4,216,32,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/05,05/08/2009,4,Wednesday,Miércoles,Mercredi,5,217,32,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/06,06/08/2009,5,Thursday,Jueves,Jeudi,6,218,32,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/07,07/08/2009,6,Friday,Viernes,Vendredi,7,219,32,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/08,08/08/2009,7,Saturday,Sábado,Samedi,8,220,32,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/09,09/08/2009,1,Sunday,Domingo,Dimanche,9,221,33,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/10,10/08/2009,2,Monday,Lunes,Lundi,10,222,33,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/11,11/08/2009,3,Tuesday,Martes,Mardi,11,223,33,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/12,12/08/2009,4,Wednesday,Miércoles,Mercredi,12,224,33,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/13,13/08/2009,5,Thursday,Jueves,Jeudi,13,225,33,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/14,14/08/2009,6,Friday,Viernes,Vendredi,14,226,33,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/15,15/08/2009,7,Saturday,Sábado,Samedi,15,227,33,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/16,16/08/2009,1,Sunday,Domingo,Dimanche,16,228,34,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/17,17/08/2009,2,Monday,Lunes,Lundi,17,229,34,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/18,18/08/2009,3,Tuesday,Martes,Mardi,18,230,34,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/19,19/08/2009,4,Wednesday,Miércoles,Mercredi,19,231,34,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/20,20/08/2009,5,Thursday,Jueves,Jeudi,20,232,34,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/21,21/08/2009,6,Friday,Viernes,Vendredi,21,233,34,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/22,22/08/2009,7,Saturday,Sábado,Samedi,22,234,34,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/23,23/08/2009,1,Sunday,Domingo,Dimanche,23,235,35,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/24,24/08/2009,2,Monday,Lunes,Lundi,24,236,35,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/25,25/08/2009,3,Tuesday,Martes,Mardi,25,237,35,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/26,26/08/2009,4,Wednesday,Miércoles,Mercredi,26,238,35,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/27,27/08/2009,5,Thursday,Jueves,Jeudi,27,239,35,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/28,28/08/2009,6,Friday,Viernes,Vendredi,28,240,35,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/29,29/08/2009,7,Saturday,Sábado,Samedi,29,241,35,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/30,30/08/2009,1,Sunday,Domingo,Dimanche,30,242,36,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/08/31,31/08/2009,2,Monday,Lunes,Lundi,31,243,36,August,Agosto,Août,8,3,2009,2,1,2010,1
2009/09/01,01/09/2009,3,Tuesday,Martes,Mardi,1,244,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/02,02/09/2009,4,Wednesday,Miércoles,Mercredi,2,245,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/03,03/09/2009,5,Thursday,Jueves,Jeudi,3,246,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/04,04/09/2009,6,Friday,Viernes,Vendredi,4,247,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/05,05/09/2009,7,Saturday,Sábado,Samedi,5,248,36,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/06,06/09/2009,1,Sunday,Domingo,Dimanche,6,249,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/07,07/09/2009,2,Monday,Lunes,Lundi,7,250,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/08,08/09/2009,3,Tuesday,Martes,Mardi,8,251,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/09,09/09/2009,4,Wednesday,Miércoles,Mercredi,9,252,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/10,10/09/2009,5,Thursday,Jueves,Jeudi,10,253,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/11,11/09/2009,6,Friday,Viernes,Vendredi,11,254,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/12,12/09/2009,7,Saturday,Sábado,Samedi,12,255,37,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/13,13/09/2009,1,Sunday,Domingo,Dimanche,13,256,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/14,14/09/2009,2,Monday,Lunes,Lundi,14,257,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/15,15/09/2009,3,Tuesday,Martes,Mardi,15,258,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/16,16/09/2009,4,Wednesday,Miércoles,Mercredi,16,259,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/17,17/09/2009,5,Thursday,Jueves,Jeudi,17,260,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/18,18/09/2009,6,Friday,Viernes,Vendredi,18,261,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/19,19/09/2009,7,Saturday,Sábado,Samedi,19,262,38,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/20,20/09/2009,1,Sunday,Domingo,Dimanche,20,263,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/21,21/09/2009,2,Monday,Lunes,Lundi,21,264,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/22,22/09/2009,3,Tuesday,Martes,Mardi,22,265,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/23,23/09/2009,4,Wednesday,Miércoles,Mercredi,23,266,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/24,24/09/2009,5,Thursday,Jueves,Jeudi,24,267,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/25,25/09/2009,6,Friday,Viernes,Vendredi,25,268,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/26,26/09/2009,7,Saturday,Sábado,Samedi,26,269,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/27,27/09/2009,1,Sunday,Domingo,Dimanche,27,270,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/28,28/09/2009,2,Monday,Lunes,Lundi,28,271,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/29,29/09/2009,3,Tuesday,Martes,Mardi,29,272,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/09/30,30/09/2009,4,Wednesday,Miércoles,Mercredi,30,273,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
2009/10/01,01/10/2009,5,Thursday,Jueves,Jeudi,1,274,40,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/02,02/10/2009,6,Friday,Viernes,Vendredi,2,275,40,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/03,03/10/2009,7,Saturday,Sábado,Samedi,3,276,40,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/04,04/10/2009,1,Sunday,Domingo,Dimanche,4,277,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/05,05/10/2009,2,Monday,Lunes,Lundi,5,278,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/06,06/10/2009,3,Tuesday,Martes,Mardi,6,279,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/07,07/10/2009,4,Wednesday,Miércoles,Mercredi,7,280,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/08,08/10/2009,5,Thursday,Jueves,Jeudi,8,281,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/09,09/10/2009,6,Friday,Viernes,Vendredi,9,282,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/10,10/10/2009,7,Saturday,Sábado,Samedi,10,283,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/11,11/10/2009,1,Sunday,Domingo,Dimanche,11,284,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/12,12/10/2009,2,Monday,Lunes,Lundi,12,285,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/13,13/10/2009,3,Tuesday,Martes,Mardi,13,286,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/14,14/10/2009,4,Wednesday,Miércoles,Mercredi,14,287,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/15,15/10/2009,5,Thursday,Jueves,Jeudi,15,288,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/16,16/10/2009,6,Friday,Viernes,Vendredi,16,289,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/17,17/10/2009,7,Saturday,Sábado,Samedi,17,290,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/18,18/10/2009,1,Sunday,Domingo,Dimanche,18,291,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/19,19/10/2009,2,Monday,Lunes,Lundi,19,292,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/20,20/10/2009,3,Tuesday,Martes,Mardi,20,293,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/21,21/10/2009,4,Wednesday,Miércoles,Mercredi,21,294,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/22,22/10/2009,5,Thursday,Jueves,Jeudi,22,295,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/23,23/10/2009,6,Friday,Viernes,Vendredi,23,296,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/24,24/10/2009,7,Saturday,Sábado,Samedi,24,297,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/25,25/10/2009,1,Sunday,Domingo,Dimanche,25,298,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/26,26/10/2009,2,Monday,Lunes,Lundi,26,299,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/27,27/10/2009,3,Tuesday,Martes,Mardi,27,300,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/28,28/10/2009,4,Wednesday,Miércoles,Mercredi,28,301,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/29,29/10/2009,5,Thursday,Jueves,Jeudi,29,302,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/30,30/10/2009,6,Friday,Viernes,Vendredi,30,303,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/10/31,31/10/2009,7,Saturday,Sábado,Samedi,31,304,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
2009/11/01,01/11/2009,1,Sunday,Domingo,Dimanche,1,305,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/02,02/11/2009,2,Monday,Lunes,Lundi,2,306,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/03,03/11/2009,3,Tuesday,Martes,Mardi,3,307,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/04,04/11/2009,4,Wednesday,Miércoles,Mercredi,4,308,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/05,05/11/2009,5,Thursday,Jueves,Jeudi,5,309,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/06,06/11/2009,6,Friday,Viernes,Vendredi,6,310,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/07,07/11/2009,7,Saturday,Sábado,Samedi,7,311,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/08,08/11/2009,1,Sunday,Domingo,Dimanche,8,312,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/09,09/11/2009,2,Monday,Lunes,Lundi,9,313,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/10,10/11/2009,3,Tuesday,Martes,Mardi,10,314,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/11,11/11/2009,4,Wednesday,Miércoles,Mercredi,11,315,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/12,12/11/2009,5,Thursday,Jueves,Jeudi,12,316,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/13,13/11/2009,6,Friday,Viernes,Vendredi,13,317,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/14,14/11/2009,7,Saturday,Sábado,Samedi,14,318,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/15,15/11/2009,1,Sunday,Domingo,Dimanche,15,319,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/16,16/11/2009,2,Monday,Lunes,Lundi,16,320,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/17,17/11/2009,3,Tuesday,Martes,Mardi,17,321,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/18,18/11/2009,4,Wednesday,Miércoles,Mercredi,18,322,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/19,19/11/2009,5,Thursday,Jueves,Jeudi,19,323,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/20,20/11/2009,6,Friday,Viernes,Vendredi,20,324,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/21,21/11/2009,7,Saturday,Sábado,Samedi,21,325,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/22,22/11/2009,1,Sunday,Domingo,Dimanche,22,326,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/23,23/11/2009,2,Monday,Lunes,Lundi,23,327,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/24,24/11/2009,3,Tuesday,Martes,Mardi,24,328,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/25,25/11/2009,4,Wednesday,Miércoles,Mercredi,25,329,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/26,26/11/2009,5,Thursday,Jueves,Jeudi,26,330,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/27,27/11/2009,6,Friday,Viernes,Vendredi,27,331,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/28,28/11/2009,7,Saturday,Sábado,Samedi,28,332,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/29,29/11/2009,1,Sunday,Domingo,Dimanche,29,333,49,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/11/30,30/11/2009,2,Monday,Lunes,Lundi,30,334,49,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
2009/12/01,01/12/2009,3,Tuesday,Martes,Mardi,1,335,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/02,02/12/2009,4,Wednesday,Miércoles,Mercredi,2,336,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/03,03/12/2009,5,Thursday,Jueves,Jeudi,3,337,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/04,04/12/2009,6,Friday,Viernes,Vendredi,4,338,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/05,05/12/2009,7,Saturday,Sábado,Samedi,5,339,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/06,06/12/2009,1,Sunday,Domingo,Dimanche,6,340,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/07,07/12/2009,2,Monday,Lunes,Lundi,7,341,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/08,08/12/2009,3,Tuesday,Martes,Mardi,8,342,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/09,09/12/2009,4,Wednesday,Miércoles,Mercredi,9,343,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/10,10/12/2009,5,Thursday,Jueves,Jeudi,10,344,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/11,11/12/2009,6,Friday,Viernes,Vendredi,11,345,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/12,12/12/2009,7,Saturday,Sábado,Samedi,12,346,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/13,13/12/2009,1,Sunday,Domingo,Dimanche,13,347,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/14,14/12/2009,2,Monday,Lunes,Lundi,14,348,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/15,15/12/2009,3,Tuesday,Martes,Mardi,15,349,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/16,16/12/2009,4,Wednesday,Miércoles,Mercredi,16,350,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/17,17/12/2009,5,Thursday,Jueves,Jeudi,17,351,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/18,18/12/2009,6,Friday,Viernes,Vendredi,18,352,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/19,19/12/2009,7,Saturday,Sábado,Samedi,19,353,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/20,20/12/2009,1,Sunday,Domingo,Dimanche,20,354,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/21,21/12/2009,2,Monday,Lunes,Lundi,21,355,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/22,22/12/2009,3,Tuesday,Martes,Mardi,22,356,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/23,23/12/2009,4,Wednesday,Miércoles,Mercredi,23,357,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/24,24/12/2009,5,Thursday,Jueves,Jeudi,24,358,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/25,25/12/2009,6,Friday,Viernes,Vendredi,25,359,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/26,26/12/2009,7,Saturday,Sábado,Samedi,26,360,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/27,27/12/2009,1,Sunday,Domingo,Dimanche,27,361,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/28,28/12/2009,2,Monday,Lunes,Lundi,28,362,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/29,29/12/2009,3,Tuesday,Martes,Mardi,29,363,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/30,30/12/2009,4,Wednesday,Miércoles,Mercredi,30,364,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2009/12/31,31/12/2009,5,Thursday,Jueves,Jeudi,31,365,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
2010/01/01,01/01/2010,6,Friday,Viernes,Vendredi,1,1,1,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/02,02/01/2010,7,Saturday,Sábado,Samedi,2,2,1,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/03,03/01/2010,1,Sunday,Domingo,Dimanche,3,3,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/04,04/01/2010,2,Monday,Lunes,Lundi,4,4,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/05,05/01/2010,3,Tuesday,Martes,Mardi,5,5,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/06,06/01/2010,4,Wednesday,Miércoles,Mercredi,6,6,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/07,07/01/2010,5,Thursday,Jueves,Jeudi,7,7,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/08,08/01/2010,6,Friday,Viernes,Vendredi,8,8,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/09,09/01/2010,7,Saturday,Sábado,Samedi,9,9,2,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/10,10/01/2010,1,Sunday,Domingo,Dimanche,10,10,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/11,11/01/2010,2,Monday,Lunes,Lundi,11,11,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/12,12/01/2010,3,Tuesday,Martes,Mardi,12,12,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/13,13/01/2010,4,Wednesday,Miércoles,Mercredi,13,13,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/14,14/01/2010,5,Thursday,Jueves,Jeudi,14,14,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/15,15/01/2010,6,Friday,Viernes,Vendredi,15,15,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/16,16/01/2010,7,Saturday,Sábado,Samedi,16,16,3,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/17,17/01/2010,1,Sunday,Domingo,Dimanche,17,17,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/18,18/01/2010,2,Monday,Lunes,Lundi,18,18,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/19,19/01/2010,3,Tuesday,Martes,Mardi,19,19,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/20,20/01/2010,4,Wednesday,Miércoles,Mercredi,20,20,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/21,21/01/2010,5,Thursday,Jueves,Jeudi,21,21,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/22,22/01/2010,6,Friday,Viernes,Vendredi,22,22,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/23,23/01/2010,7,Saturday,Sábado,Samedi,23,23,4,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/24,24/01/2010,1,Sunday,Domingo,Dimanche,24,24,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/25,25/01/2010,2,Monday,Lunes,Lundi,25,25,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/26,26/01/2010,3,Tuesday,Martes,Mardi,26,26,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/27,27/01/2010,4,Wednesday,Miércoles,Mercredi,27,27,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/28,28/01/2010,5,Thursday,Jueves,Jeudi,28,28,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/29,29/01/2010,6,Friday,Viernes,Vendredi,29,29,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/30,30/01/2010,7,Saturday,Sábado,Samedi,30,30,5,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/01/31,31/01/2010,1,Sunday,Domingo,Dimanche,31,31,6,January,Enero,Janvier,1,1,2010,1,3,2010,2
2010/02/01,01/02/2010,2,Monday,Lunes,Lundi,1,32,6,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/02,02/02/2010,3,Tuesday,Martes,Mardi,2,33,6,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/03,03/02/2010,4,Wednesday,Miércoles,Mercredi,3,34,6,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/04,04/02/2010,5,Thursday,Jueves,Jeudi,4,35,6,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/05,05/02/2010,6,Friday,Viernes,Vendredi,5,36,6,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/06,06/02/2010,7,Saturday,Sábado,Samedi,6,37,6,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/07,07/02/2010,1,Sunday,Domingo,Dimanche,7,38,7,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/08,08/02/2010,2,Monday,Lunes,Lundi,8,39,7,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/09,09/02/2010,3,Tuesday,Martes,Mardi,9,40,7,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/10,10/02/2010,4,Wednesday,Miércoles,Mercredi,10,41,7,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/11,11/02/2010,5,Thursday,Jueves,Jeudi,11,42,7,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/12,12/02/2010,6,Friday,Viernes,Vendredi,12,43,7,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/13,13/02/2010,7,Saturday,Sábado,Samedi,13,44,7,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/14,14/02/2010,1,Sunday,Domingo,Dimanche,14,45,8,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/15,15/02/2010,2,Monday,Lunes,Lundi,15,46,8,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/16,16/02/2010,3,Tuesday,Martes,Mardi,16,47,8,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/17,17/02/2010,4,Wednesday,Miércoles,Mercredi,17,48,8,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/18,18/02/2010,5,Thursday,Jueves,Jeudi,18,49,8,February,Febrero,Février,2,1,2010,1,3,2010,2
2010/02/19,19/02/2010,6,Friday,Viernes,Vendredi,19,50,8,February,Febrero,Février,2,1,2010,1,3,2010,2
